Year,Agency ,Country,Area,Category,Sector,Amount
2013,USAID,Afghanistan,Afghanistan & Pakistan,Education and Social Services,Social Assistance,"30,412,287.20"
2013,USAID,Afghanistan,Afghanistan & Pakistan,Environment,Natural Resources and Biodiversity,"2,616,470.50"
2013,USAID,Afghanistan,Afghanistan & Pakistan,Health,Family Planning and Reproductive Health,"4,951,610.63"
2013,USAID,Afghanistan,Afghanistan & Pakistan,Health,HIV/AIDS,569
2013,USAID,Afghanistan,Afghanistan & Pakistan,Health,Maternal and Child Health,"34,762,649.47"
2013,USAID,Afghanistan,Afghanistan & Pakistan,Health,Other Public Health Threats,"4,361,714.98"
2013,USAID,Afghanistan,Afghanistan & Pakistan,Health,Water Supply and Sanitation,"4,119,972.03"
2013,USAID,Afghanistan,Afghanistan & Pakistan,Peace and Security,Conflict Mitigation and Reconciliation,"111,048,171.60"
2013,USAID,Afghanistan,Afghanistan & Pakistan,Peace and Security,Counter-Narcotics,"38,288,595.22"
2013,USAID,Afghanistan,Afghanistan & Pakistan,Peace and Security,Stabilization Operations and Security Sector Reform,"161,403.00"
2013,USAID,Afghanistan,Afghanistan & Pakistan,Program Management,Direct Administrative Costs,"38,343,918.92"
2013,USAID,Afghanistan,Afghanistan & Pakistan,Program Management,Monitoring and Evaluation,"10,370,752.83"
2013,USAID,Afghanistan,Afghanistan & Pakistan,"Democracy, Human Rights, and Governance",Good Governance,"5,850,130.00"
2013,USAID,Afghanistan,Afghanistan & Pakistan,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,"6,478.45"
2013,USAID,Afghanistan,Afghanistan & Pakistan,Health,Family Planning and Reproductive Health,"5,933,132.10"
2013,USAID,Afghanistan,Afghanistan & Pakistan,Health,Maternal and Child Health,"31,383,998.67"
2013,USAID,Afghanistan,Afghanistan & Pakistan,Health,Tuberculosis,"6,596,272.23"
2013,USAID,Afghanistan,Afghanistan & Pakistan,Program Management,Direct Administrative Costs,"781,129.30"
2013,USAID,Afghanistan,Afghanistan & Pakistan,Program Management,Monitoring and Evaluation,"1,447,429.16"
2013,USAID,Afghanistan,Afghanistan & Pakistan,Humanitarian Assistance,Disaster Readiness,"2,059,347.45"
2013,USAID,Afghanistan,Afghanistan & Pakistan,Humanitarian Assistance,"Protection, Assistance and Solutions","36,368,138.16"
2013,USAID,Afghanistan,Afghanistan & Pakistan,Program Management,Direct Administrative Costs,"404,352.49"
2013,USAID,Afghanistan,Afghanistan & Pakistan,Peace and Security,Conflict Mitigation and Reconciliation,"74,006.89"
2013,USAID,Afghanistan,Afghanistan & Pakistan,Program Management,Direct Administrative Costs,"338,609.20"
2013,USAID,Afghanistan,Afghanistan & Pakistan,Program Management,Monitoring and Evaluation,"28,977.13"
2013,USDA,Afghanistan,Afghanistan & Pakistan,Economic Development,Agriculture,"4,931,277.02"
2013,USDA,Afghanistan,Afghanistan & Pakistan,Education and Social Services,Basic Education,"8,433,420.32"
2014,HHS,Afghanistan,Afghanistan & Pakistan,Health,Health - General,"18,966.78"
2014,Treasury,Afghanistan,Afghanistan & Pakistan,Economic Development,Financial Sector,"171,485.65"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Health,Family Planning and Reproductive Health,"1,866.68"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Health,Maternal and Child Health,"1,208,100.20"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Program Management,Direct Administrative Costs,"106,754.67"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Humanitarian Assistance,"Protection, Assistance and Solutions","32,499,931.00"
2014,USAID,Afghanistan,Afghanistan & Pakistan,"Democracy, Human Rights, and Governance",Good Governance,"1,461,254.74"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Economic Development,Infrastructure,"-37,827.00"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Economic Development,Private Sector Competitiveness,-36
2014,USAID,Afghanistan,Afghanistan & Pakistan,Education and Social Services,Basic Education,"85,365.63"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Environment,Natural Resources and Biodiversity,85.58
2014,USAID,Afghanistan,Afghanistan & Pakistan,Program Management,Direct Administrative Costs,"94,502.67"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Program Management,Monitoring and Evaluation,"25,880.16"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Economic Development,Infrastructure,"170,079.00"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Education and Social Services,Basic Education,"9,000.00"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Environment,Natural Resources and Biodiversity,771
2014,USAID,Afghanistan,Afghanistan & Pakistan,Humanitarian Assistance,"Protection, Assistance and Solutions",-130.54
2014,USAID,Afghanistan,Afghanistan & Pakistan,Peace and Security,Counter-Narcotics,497
2014,USAID,Afghanistan,Afghanistan & Pakistan,Program Management,Direct Administrative Costs,"-45,991.67"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Program Management,Monitoring and Evaluation,"144,502.22"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Economic Development,Financial Sector,"126,200.00"
2014,USAID,Afghanistan,Afghanistan & Pakistan,"Democracy, Human Rights, and Governance",Civil Society,"9,068,129.84"
2014,USAID,Afghanistan,Afghanistan & Pakistan,"Democracy, Human Rights, and Governance",Good Governance,"237,658,995.65"
2014,USAID,Afghanistan,Afghanistan & Pakistan,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,"33,744,310.74"
2014,USAID,Afghanistan,Afghanistan & Pakistan,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,"17,815,271.12"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Economic Development,Agriculture,"62,212,984.44"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Economic Development,Economic Opportunity,"16,495,631.30"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Economic Development,Infrastructure,"157,937,145.71"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Economic Development,Macroeconomic Foundation for Growth,"8,072,722.00"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Economic Development,Private Sector Competitiveness,"30,706,962.30"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Economic Development,Trade and Investment,"9,720,488.84"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Education and Social Services,Basic Education,"65,128,939.80"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Education and Social Services,Higher Education,"12,727,639.94"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Education and Social Services,Social Assistance,"19,006,557.30"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Environment,Natural Resources and Biodiversity,"1,075,185.80"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Health,Family Planning and Reproductive Health,"13,322,745.00"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Health,Maternal and Child Health,"18,393,826.71"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Health,Nutrition,"2,000,000.00"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Health,Other Public Health Threats,"3,250,045.30"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Health,Tuberculosis,"204,882.00"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Health,Water Supply and Sanitation,"1,042,157.00"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Peace and Security,Conflict Mitigation and Reconciliation,"105,652,038.89"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Peace and Security,Counter-Narcotics,"27,542,926.49"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Peace and Security,Stabilization Operations and Security Sector Reform,"1,866,780.00"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Program Management,Direct Administrative Costs,"19,691,127.78"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Program Management,Monitoring and Evaluation,"9,491,359.37"
2014,USAID,Afghanistan,Afghanistan & Pakistan,"Democracy, Human Rights, and Governance",Civil Society,"2,106,860.94"
2014,USAID,Afghanistan,Afghanistan & Pakistan,"Democracy, Human Rights, and Governance",Good Governance,"4,234,178.85"
2014,USAID,Afghanistan,Afghanistan & Pakistan,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,"24,464,037.54"
2014,USAID,Afghanistan,Afghanistan & Pakistan,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,"4,791,398.21"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Economic Development,Agriculture,"7,879,649.65"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Economic Development,Economic Opportunity,"4,022,998.58"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Economic Development,Financial Sector,"1,857,067.53"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Economic Development,Infrastructure,"27,380,695.82"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Economic Development,Macroeconomic Foundation for Growth,"7,277,758.04"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Economic Development,Private Sector Competitiveness,"7,973,569.45"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Economic Development,Trade and Investment,"3,018,224.30"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Education and Social Services,Basic Education,"57,506,000.83"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Education and Social Services,Higher Education,"5,820,503.40"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Education and Social Services,Social Assistance,"2,265,596.18"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Environment,Natural Resources and Biodiversity,"195,657.07"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Health,Family Planning and Reproductive Health,"716,089.01"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Health,Maternal and Child Health,"9,796,192.94"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Health,Other Public Health Threats,"2,572,599.93"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Health,Water Supply and Sanitation,210.18
2014,USAID,Afghanistan,Afghanistan & Pakistan,Peace and Security,Conflict Mitigation and Reconciliation,"41,853,088.51"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Peace and Security,Counter-Narcotics,"3,271,132.21"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Program Management,Direct Administrative Costs,"13,257,841.00"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Program Management,Monitoring and Evaluation,"1,450,391.69"
2014,USAID,Afghanistan,Afghanistan & Pakistan,"Democracy, Human Rights, and Governance",Good Governance,"2,882,366.00"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Health,Family Planning and Reproductive Health,"2,041,516.70"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Health,Maternal and Child Health,"14,352,708.83"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Health,Nutrition,"1,300,000.00"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Health,Tuberculosis,"5,389,260.00"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Program Management,Direct Administrative Costs,"144,996.18"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Program Management,Monitoring and Evaluation,"154,377.51"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Health,Family Planning and Reproductive Health,"46,097.94"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Health,Maternal and Child Health,"3,870,053.93"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Health,Tuberculosis,"2,000,000.00"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Program Management,Direct Administrative Costs,"51,790.40"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Program Management,Monitoring and Evaluation,"7,968.81"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Humanitarian Assistance,Disaster Readiness,"506,442.00"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Humanitarian Assistance,"Protection, Assistance and Solutions","17,848,229.94"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Program Management,Direct Administrative Costs,"144,434.09"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Humanitarian Assistance,Disaster Readiness,"981,333.00"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Humanitarian Assistance,"Protection, Assistance and Solutions","2,916,206.38"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Program Management,Direct Administrative Costs,"135,403.46"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Peace and Security,Conflict Mitigation and Reconciliation,"33,804.22"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Program Management,Direct Administrative Costs,"269,307.38"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Program Management,Monitoring and Evaluation,"-1,735.09"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Peace and Security,Conflict Mitigation and Reconciliation,"3,364.87"
2014,USAID,Afghanistan,Afghanistan & Pakistan,Program Management,Direct Administrative Costs,"223,229.14"
2014,USDA,Afghanistan,Afghanistan & Pakistan,Economic Development,Agriculture,"591,292.26"
2014,USDA,Afghanistan,Afghanistan & Pakistan,Education and Social Services,Basic Education,"285,469.00"
2014,USDA,Afghanistan,Afghanistan & Pakistan,Education and Social Services,Basic Education,"3,189,614.00"
2009,USAID,Afghanistan,Afghanistan & Pakistan,Peace and Security,Counterterrorism,"75,000.00"
2009,USAID,Afghanistan,Afghanistan & Pakistan,Program Management,Monitoring and Evaluation,"625,000.00"
2011,USAID,Afghanistan,Afghanistan & Pakistan,"Democracy, Human Rights, and Governance",Good Governance,"100,000.00"
2012,USAID,Afghanistan,Afghanistan & Pakistan,"Democracy, Human Rights, and Governance",Good Governance,"100,000.00"
2009,USAID,Afghanistan,Afghanistan & Pakistan,Humanitarian Assistance,"Protection, Assistance and Solutions","8,414,284.00"
2009,USAID,Afghanistan,Afghanistan & Pakistan,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,"700,000.00"
2009,USAID,Afghanistan,Afghanistan & Pakistan,Education and Social Services,Social Services,"99,406.37"
2009,USAID,Afghanistan,Afghanistan & Pakistan,Humanitarian Assistance,"Protection, Assistance and Solutions","470,185.12"
2009,USAID,Afghanistan,Afghanistan & Pakistan,"Democracy, Human Rights, and Governance",Good Governance,"150,000.00"
2009,USAID,Afghanistan,Afghanistan & Pakistan,Humanitarian Assistance,"Protection, Assistance and Solutions","331,380.73"
2009,USAID,Afghanistan,Afghanistan & Pakistan,Program Management,Direct Administrative Costs,"123,515.72"
2009,USAID,Afghanistan,Afghanistan & Pakistan,Humanitarian Assistance,Disaster Readiness,"1,726,242.84"
2009,USAID,Afghanistan,Afghanistan & Pakistan,Humanitarian Assistance,"Protection, Assistance and Solutions","16,409,218.93"
2009,USAID,Afghanistan,Afghanistan & Pakistan,Program Management,Direct Administrative Costs,"17,837.69"
2009,USAID,Afghanistan,Afghanistan & Pakistan,Program Management,Direct Administrative Costs,"167,548.48"
2010,USAID,Afghanistan,Afghanistan & Pakistan,Humanitarian Assistance,"Protection, Assistance and Solutions","3,647,834.00"
2010,USAID,Afghanistan,Afghanistan & Pakistan,Education and Social Services,Social Services,"3,292.80"
2010,USAID,Afghanistan,Afghanistan & Pakistan,Health,Other Public Health Threats,"201,909.28"
2010,USAID,Afghanistan,Afghanistan & Pakistan,Humanitarian Assistance,"Protection, Assistance and Solutions","30,821.27"
2010,USAID,Afghanistan,Afghanistan & Pakistan,Humanitarian Assistance,"Protection, Assistance and Solutions","270,612.36"
2010,USAID,Afghanistan,Afghanistan & Pakistan,Peace and Security,Conflict Mitigation and Reconciliation,"23,698,078.86"
2010,USAID,Afghanistan,Afghanistan & Pakistan,Program Management,Direct Administrative Costs,"1,884,926.18"
2010,USAID,Afghanistan,Afghanistan & Pakistan,Humanitarian Assistance,Disaster Readiness,"892,837.16"
2010,USAID,Afghanistan,Afghanistan & Pakistan,Humanitarian Assistance,"Protection, Assistance and Solutions","17,413,441.00"
2010,USAID,Afghanistan,Afghanistan & Pakistan,Program Management,Direct Administrative Costs,"373,327.99"
2010,USAID,Afghanistan,Afghanistan & Pakistan,Program Management,Direct Administrative Costs,"858,779.67"
2010,USAID,Afghanistan,Afghanistan & Pakistan,Program Management,Monitoring and Evaluation,"46,893.09"
2011,USAID,Afghanistan,Afghanistan & Pakistan,Humanitarian Assistance,"Protection, Assistance and Solutions","5,434,808.00"
2011,USAID,Afghanistan,Afghanistan & Pakistan,Education and Social Services,Social Services,"58,280.20"
2011,USAID,Afghanistan,Afghanistan & Pakistan,Health,Other Public Health Threats,"198,090.72"
2011,USAID,Afghanistan,Afghanistan & Pakistan,Humanitarian Assistance,"Protection, Assistance and Solutions","287,369.87"
2011,USAID,Afghanistan,Afghanistan & Pakistan,Humanitarian Assistance,"Protection, Assistance and Solutions","29,008.91"
2011,USAID,Afghanistan,Afghanistan & Pakistan,Peace and Security,Conflict Mitigation and Reconciliation,"57,620,030.07"
2011,USAID,Afghanistan,Afghanistan & Pakistan,Program Management,Direct Administrative Costs,"4,873,707.11"
2011,USAID,Afghanistan,Afghanistan & Pakistan,Humanitarian Assistance,Disaster Readiness,"4,201,146.74"
2011,USAID,Afghanistan,Afghanistan & Pakistan,Humanitarian Assistance,"Protection, Assistance and Solutions","53,273,698.28"
